Date,Open,High,Low,Close
2019-01-01 00:00,3701.23000000,3713.00000000,3689.88000000,3700.31000000
2019-01-01 01:00,3700.20000000,3702.73000000,3684.22000000,3689.69000000
2019-01-01 02:00,3689.67000000,3695.95000000,3675.04000000,3690.00000000
2019-01-01 03:00,3690.00000000,3699.77000000,3685.78000000,3693.13000000
2019-01-01 04:00,3692.32000000,3720.00000000,3685.94000000,3692.71000000
2019-01-01 05:00,3693.98000000,3704.44000000,3692.73000000,3699.94000000
2019-01-01 06:00,3699.95000000,3713.93000000,3697.00000000,3703.56000000
2019-01-01 07:00,3703.63000000,3726.64000000,3703.34000000,3713.83000000
2019-01-01 08:00,3714.19000000,3731.19000000,3707.00000000,3716.70000000
2019-01-01 09:00,3716.98000000,3732.00000000,3696.14000000,3699.95000000
2019-01-01 10:00,3699.96000000,3717.11000000,3698.00000000,3713.07000000
2019-01-01 11:00,3713.07000000,3722.22000000,3706.88000000,3707.54000000
2019-01-01 12:00,3707.56000000,3725.00000000,3698.25000000,3717.00000000
2019-01-01 13:00,3717.00000000,3756.94000000,3708.41000000,3715.93000000
2019-01-01 14:00,3715.23000000,3717.00000000,3684.21000000,3698.53000000
2019-01-01 15:00,3698.28000000,3698.87000000,3666.01000000,3682.61000000
2019-01-01 16:00,3683.00000000,3696.23000000,3677.48000000,3693.54000000
2019-01-01 17:00,3693.50000000,3701.68000000,3675.01000000,3686.32000000
2019-01-01 18:00,3686.34000000,3686.35000000,3642.00000000,3659.41000000
2019-01-01 19:00,3659.56000000,3699.99000000,3659.56000000,3696.73000000
2019-01-01 20:00,3696.71000000,3726.93000000,3675.67000000,3719.00000000
2019-01-01 21:00,3719.00000000,3730.01000000,3700.00000000,3708.21000000
2019-01-01 22:00,3707.98000000,3717.07000000,3692.42000000,3711.20000000
2019-01-01 23:00,3712.85000000,3810.16000000,3706.43000000,3797.14000000
2019-01-02 00:00,3796.45000000,3810.00000000,3763.75000000,3778.02000000
2019-01-02 01:00,3778.62000000,3792.00000000,3765.75000000,3770.00000000
2019-01-02 02:00,3769.98000000,3785.10000000,3768.00000000,3783.28000000
2019-01-02 03:00,3783.28000000,3796.22000000,3773.79000000,3779.98000000
2019-01-02 04:00,3780.00000000,3788.31000000,3765.00000000,3776.41000000
2019-01-02 05:00,3776.16000000,3778.42000000,3768.00000000,3773.04000000
2019-01-02 06:00,3773.04000000,3775.00000000,3750.45000000,3758.53000000
2019-01-02 07:00,3758.53000000,3778.54000000,3755.40000000,3771.08000000
2019-01-02 08:00,3772.64000000,3800.00000000,3770.09000000,3781.35000000
2019-01-02 09:00,3780.81000000,3786.24000000,3770.00000000,3775.00000000
2019-01-02 10:00,3773.84000000,3794.40000000,3770.03000000,3788.00000000
2019-01-02 11:00,3788.22000000,3803.68000000,3777.82000000,3787.97000000
2019-01-02 12:00,3788.81000000,3793.72000000,3778.23000000,3792.51000000
2019-01-02 13:00,3793.12000000,3839.63000000,3790.82000000,3825.65000000
2019-01-02 14:00,3825.19000000,3834.26000000,3796.51000000,3811.24000000
2019-01-02 15:00,3812.17000000,3815.00000000,3785.75000000,3801.28000000
2019-01-02 16:00,3802.61000000,3865.72000000,3795.00000000,3824.89000000
2019-01-02 17:00,3824.89000000,3845.78000000,3811.01000000,3822.60000000
2019-01-02 18:00,3822.62000000,3833.00000000,3807.00000000,3828.87000000
2019-01-02 19:00,3827.22000000,3830.19000000,3801.14000000,3824.98000000
2019-01-02 20:00,3824.98000000,3854.35000000,3812.34000000,3849.00000000
2019-01-02 21:00,3849.27000000,3876.00000000,3830.06000000,3856.68000000
2019-01-02 22:00,3857.36000000,3876.00000000,3842.46000000,3862.12000000
2019-01-02 23:00,3861.62000000,3882.14000000,3851.00000000,3858.56000000
2019-01-03 00:00,3857.57000000,3862.74000000,3828.70000000,3830.78000000
2019-01-03 01:00,3830.76000000,3843.24000000,3821.14000000,3835.96000000
2019-01-03 02:00,3835.96000000,3844.99000000,3825.85000000,3833.47000000
2019-01-03 03:00,3833.69000000,3847.05000000,3832.00000000,3841.83000000
2019-01-03 04:00,3841.83000000,3850.00000000,3833.70000000,3834.59000000
2019-01-03 05:00,3834.70000000,3840.31000000,3805.00000000,3824.38000000
2019-01-03 06:00,3824.38000000,3829.89000000,3813.62000000,3820.53000000
2019-01-03 07:00,3821.81000000,3837.52000000,3820.39000000,3828.88000000
2019-01-03 08:00,3828.88000000,3832.83000000,3796.00000000,3805.00000000
2019-01-03 09:00,3805.85000000,3814.96000000,3783.00000000,3805.81000000
2019-01-03 10:00,3806.13000000,3819.00000000,3804.07000000,3811.52000000
2019-01-03 11:00,3810.61000000,3813.51000000,3787.29000000,3804.00000000
2019-01-03 12:00,3803.31000000,3823.00000000,3795.33000000,3818.02000000
2019-01-03 13:00,3817.17000000,3822.00000000,3809.35000000,3817.36000000
2019-01-03 14:00,3816.64000000,3817.37000000,3790.04000000,3796.70000000
2019-01-03 15:00,3796.79000000,3811.89000000,3785.32000000,3806.70000000
2019-01-03 16:00,3807.37000000,3807.75000000,3730.00000000,3738.00000000
2019-01-03 17:00,3738.71000000,3762.04000000,3732.19000000,3748.46000000
2019-01-03 18:00,3748.46000000,3759.33000000,3738.00000000,3757.89000000
2019-01-03 19:00,3757.58000000,3763.71000000,3740.11000000,3756.00000000
2019-01-03 20:00,3756.00000000,3782.25000000,3752.37000000,3780.03000000
2019-01-03 21:00,3779.99000000,3782.69000000,3768.23000000,3771.26000000
2019-01-03 22:00,3771.27000000,3781.40000000,3757.14000000,3773.79000000
2019-01-03 23:00,3773.42000000,3775.53000000,3757.87000000,3766.78000000
2019-01-04 00:00,3767.20000000,3767.21000000,3730.00000000,3750.30000000
2019-01-04 01:00,3750.53000000,3776.89000000,3749.67000000,3766.23000000
2019-01-04 02:00,3765.67000000,3766.48000000,3750.41000000,3758.65000000
2019-01-04 03:00,3759.33000000,3787.65000000,3752.41000000,3780.04000000
2019-01-04 04:00,3780.04000000,3793.00000000,3761.94000000,3775.33000000
2019-01-04 05:00,3776.18000000,3788.53000000,3764.37000000,3779.90000000
2019-01-04 06:00,3779.90000000,3797.52000000,3775.92000000,3783.02000000
2019-01-04 07:00,3783.34000000,3800.00000000,3779.54000000,3783.28000000
2019-01-04 08:00,3783.28000000,3800.00000000,3766.75000000,3771.34000000
2019-01-04 09:00,3771.35000000,3789.90000000,3757.00000000,3764.35000000
2019-01-04 10:00,3764.03000000,3777.16000000,3756.48000000,3775.48000000
2019-01-04 11:00,3775.46000000,3777.77000000,3752.00000000,3757.55000000
2019-01-04 12:00,3754.05000000,3765.00000000,3739.00000000,3755.52000000
2019-01-04 13:00,3755.95000000,3757.52000000,3742.08000000,3744.00000000
2019-01-04 14:00,3744.62000000,3751.94000000,3703.62000000,3717.14000000
2019-01-04 15:00,3715.58000000,3728.59000000,3703.57000000,3725.28000000
2019-01-04 16:00,3725.30000000,3754.00000000,3717.30000000,3747.50000000
2019-01-04 17:00,3747.50000000,3749.50000000,3735.03000000,3745.22000000
2019-01-04 18:00,3745.43000000,3745.96000000,3726.99000000,3730.00000000
2019-01-04 19:00,3730.41000000,3746.59000000,3729.02000000,3739.53000000
2019-01-04 20:00,3739.74000000,3786.00000000,3733.46000000,3764.24000000
2019-01-04 21:00,3762.36000000,3823.64000000,3760.21000000,3802.36000000
2019-01-04 22:00,3802.59000000,3816.18000000,3778.51000000,3790.98000000
2019-01-04 23:00,3792.35000000,3800.98000000,3787.57000000,3792.01000000
2019-01-05 00:00,3790.09000000,3838.70000000,3788.97000000,3811.76000000
2019-01-05 01:00,3811.79000000,3827.41000000,3783.25000000,3803.58000000
2019-01-05 02:00,3803.56000000,3820.13000000,3802.43000000,3811.88000000
2019-01-05 03:00,3813.16000000,3822.27000000,3803.25000000,3815.00000000
2019-01-05 04:00,3815.35000000,3826.39000000,3812.09000000,3815.72000000
2019-01-05 05:00,3815.72000000,3840.99000000,3815.72000000,3834.01000000
2019-01-05 06:00,3834.01000000,3835.08000000,3792.00000000,3799.45000000
2019-01-05 07:00,3799.71000000,3804.99000000,3780.13000000,3785.15000000
2019-01-05 08:00,3784.37000000,3798.84000000,3783.76000000,3793.56000000
2019-01-05 09:00,3793.01000000,3796.94000000,3787.03000000,3790.36000000
2019-01-05 10:00,3789.72000000,3793.81000000,3770.00000000,3787.94000000
2019-01-05 11:00,3788.79000000,3812.63000000,3787.53000000,3801.26000000
2019-01-05 12:00,3801.03000000,3811.98000000,3796.35000000,3802.47000000
2019-01-05 13:00,3801.79000000,3802.74000000,3782.00000000,3793.84000000
2019-01-05 14:00,3793.83000000,3794.89000000,3778.01000000,3787.45000000
2019-01-05 15:00,3787.55000000,3814.00000000,3785.02000000,3785.58000000
2019-01-05 16:00,3785.58000000,3805.00000000,3775.00000000,3797.19000000
2019-01-05 17:00,3797.00000000,3807.99000000,3795.82000000,3801.36000000
2019-01-05 18:00,3801.52000000,3818.51000000,3798.26000000,3809.02000000
2019-01-05 19:00,3810.00000000,3820.00000000,3798.19000000,3810.98000000
2019-01-05 20:00,3810.89000000,3812.36000000,3800.00000000,3803.68000000
2019-01-05 21:00,3804.95000000,3812.50000000,3799.00000000,3806.57000000
2019-01-05 22:00,3806.33000000,3810.20000000,3751.00000000,3786.62000000
2019-01-05 23:00,3786.62000000,3786.63000000,3766.14000000,3770.96000000
2019-01-06 00:00,3771.12000000,3792.12000000,3761.60000000,3786.76000000
2019-01-06 01:00,3786.86000000,3791.98000000,3761.15000000,3765.65000000
2019-01-06 02:00,3765.65000000,3775.01000000,3740.00000000,3771.82000000
2019-01-06 03:00,3771.57000000,3778.13000000,3765.49000000,3771.15000000
2019-01-06 04:00,3771.70000000,3776.86000000,3760.58000000,3767.90000000
2019-01-06 05:00,3768.13000000,3783.55000000,3764.43000000,3777.75000000
2019-01-06 06:00,3778.38000000,3779.76000000,3772.14000000,3772.22000000
2019-01-06 07:00,3772.34000000,3775.11000000,3760.00000000,3767.94000000
2019-01-06 08:00,3768.11000000,3773.32000000,3761.81000000,3772.88000000
2019-01-06 09:00,3772.77000000,3782.56000000,3770.93000000,3771.30000000
2019-01-06 10:00,3771.30000000,3812.02000000,3770.93000000,3796.99000000
2019-01-06 11:00,3796.42000000,3820.82000000,3796.42000000,3814.24000000
2019-01-06 12:00,3814.23000000,3820.41000000,3787.07000000,3790.81000000
2019-01-06 13:00,3791.12000000,3808.31000000,3785.00000000,3798.61000000
2019-01-06 14:00,3800.00000000,3805.00000000,3791.00000000,3801.35000000
2019-01-06 15:00,3802.00000000,3824.99000000,3800.24000000,3806.82000000
2019-01-06 16:00,3806.91000000,3814.99000000,3800.31000000,3813.39000000
2019-01-06 17:00,3813.39000000,4025.00000000,3813.39000000,4007.11000000
2019-01-06 18:00,4007.13000000,4027.71000000,3972.71000000,3989.09000000
2019-01-06 19:00,3990.00000000,4013.00000000,3989.12000000,4002.46000000
2019-01-06 20:00,4001.41000000,4015.00000000,3967.01000000,3977.16000000
2019-01-06 21:00,3980.57000000,3985.69000000,3953.53000000,3967.49000000
